session,sender,receiver,sender_dialog
2105,Ashley,Will,question
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Will,statement
2105,Will,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,backchannel
2105,Ashley,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Saleh,question
2105,Saleh,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Vika,question
2105,Vika,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,backchannel
2105,Oleg,Vika,statement
2105,Vika,Ashley,floor-grabber
2105,Ashley,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Will,question
2105,Will,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Will,question
2105,Will,Oleg,statement
2105,Oleg,Vika,disruption
2105,Vika,Will,question
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,question
2105,Vika,Oleg,question
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Ashley,disruption
2105,Ashley,Vika,question
2105,Vika,Ashley,question
2105,Ashley,Will,question
2105,Will,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Oleg,question
2105,Oleg,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,question
2105,Will,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Saleh,statement
2105,Saleh,Vika,question
2105,Vika,Saleh,question
2105,Saleh,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Ashley,floor-grabber
2105,Ashley,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Ashley,floor-grabber
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,backchannel
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Ashley,statement
2105,Ashley,Ashley,statement
2105,Ashley,Ashley,floor-grabber
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Will,statement
2105,Will,Vika,question
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Vika,floor-grabber
2105,Vika,Saleh,question
2105,Saleh,Will,statement
2105,Will,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Will,statement
2105,Will,Ashley,question
2105,Ashley,Will,statement
2105,Will,Will,statement
2105,Will,Vika,question
2105,Vika,Ashley,backchannel
2105,Ashley,Vika,statement
2105,Vika,Will,statement
2105,Will,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Vika,question
2105,Vika,Will,statement
2105,Will,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Will,question
2105,Will,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,question
2105,Ashley,Saleh,question
2105,Saleh,Vika,statement
2105,Vika,Will,floor-grabber
2105,Will,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Vika,floor-grabber
2105,Vika,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Will,statement
2105,Will,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Will,question
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Saleh,question
2105,Saleh,Ashley,question
2105,Ashley,Ashley,statement
2105,Ashley,Will,question
2105,Will,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Will,question
2105,Will,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Will,statement
2105,Will,Vika,question
2105,Vika,Will,statement
2105,Will,Vika,question
2105,Vika,Will,statement
2105,Will,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,floor-grabber
2105,Vika,Will,statement
2105,Will,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Saleh,floor-grabber
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,question
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,question
2105,Saleh,Will,disruption
2105,Will,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Saleh,statement
2105,Saleh,Vika,statement
2105,Vika,Will,statement
2105,Will,Vika,question
2105,Vika,Oleg,floor-grabber
2105,Oleg,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,backchannel
2105,Ashley,Will,statement
2105,Will,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,question
2105,Ashley,Will,statement
2105,Will,Ashley,question
2105,Ashley,Will,statement
2105,Will,Ashley,question
2105,Ashley,Will,statement
2105,Will,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,question
2105,Will,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Will,statement
2105,Will,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Saleh,question
2105,Saleh,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Saleh,question
2105,Saleh,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Vika,backchannel
2105,Vika,Will,question
2105,Will,Oleg,question
2105,Oleg,Will,question
2105,Will,Vika,statement
2105,Vika,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Will,floor-grabber
2105,Will,Ashley,question
2105,Ashley,Will,question
2105,Will,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Oleg,backchannel
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,backchannel
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Will,statement
2105,Will,Vika,question
2105,Vika,Will,question
2105,Will,Vika,question
2105,Vika,Vika,statement
2105,Vika,Will,question
2105,Will,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Will,question
2105,Will,Vika,question
2105,Vika,Will,question
2105,Will,Vika,question
2105,Vika,Will,question
2105,Will,Vika,question
2105,Vika,Will,question
2105,Will,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Oleg,question
2105,Oleg,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Saleh,statement
2105,Saleh,Saleh,statement
2105,Saleh,Will,statement
2105,Will,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Will,question
2105,Will,Vika,disruption
2105,Vika,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Will,question
2105,Will,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Will,statement
2105,Will,Oleg,question
2105,Oleg,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Vika,statement
2105,Vika,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Will,backchannel
2105,Will,Vika,statement
2105,Vika,Will,question
2105,Will,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Will,question
2105,Will,Ashley,statement
2105,Ashley,Saleh,question
2105,Saleh,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Ashley,floor-grabber
2105,Ashley,Vika,statement
2105,Vika,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Oleg,statement
2105,Oleg,Saleh,statement
2105,Saleh,Vika,question
2105,Vika,Saleh,statement
2105,Saleh,Oleg,question
2105,Oleg,Saleh,question
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Saleh,question
2105,Saleh,Ashley,floor-grabber
2105,Ashley,Oleg,statement
2105,Oleg,Saleh,question
2105,Saleh,Vika,statement
2105,Vika,Saleh,backchannel
2105,Saleh,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Saleh,statement
2105,Saleh,Vika,statement
2105,Vika,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Will,disruption
2105,Will,Oleg,disruption
2105,Oleg,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Vika,question
2105,Vika,Will,question
2105,Will,Vika,statement
2105,Vika,Saleh,question
2105,Saleh,Ashley,disruption
2105,Ashley,Will,backchannel
2105,Will,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Oleg,floor-grabber
2105,Oleg,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,disruption
2105,Oleg,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Ashley,statement
2105,Ashley,Vika,disruption
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,disruption
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Ashley,question
2105,Ashley,Ashley,statement
2105,Ashley,Oleg,disruption
2105,Oleg,Saleh,question
2105,Saleh,Saleh,question
2105,Saleh,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,floor-grabber
2105,Vika,Oleg,question
2105,Oleg,Oleg,statement
2105,Oleg,Saleh,statement
2105,Saleh,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Will,backchannel
2105,Will,Saleh,statement
2105,Saleh,Will,statement
2105,Will,Saleh,backchannel
2105,Saleh,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Will,statement
2105,Will,Oleg,backchannel
2105,Oleg,Ashley,statement
2105,Ashley,Will,question
2105,Will,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Will,question
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Will,statement
2105,Will,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Will,statement
2105,Will,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Ashley,floor-grabber
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Will,statement
2105,Will,Vika,statement
2105,Vika,Saleh,question
2105,Saleh,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,question
2105,Will,Ashley,statement
2105,Ashley,Will,question
2105,Will,Saleh,question
2105,Saleh,Ashley,question
2105,Ashley,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Oleg,disruption
2105,Oleg,Will,question
2105,Will,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Will,statement
2105,Will,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,question
2105,Oleg,Will,question
2105,Will,Saleh,statement
2105,Saleh,Will,question
2105,Will,Vika,question
2105,Vika,Will,question
2105,Will,Vika,question
2105,Vika,Will,question
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,backchannel
2105,Ashley,Will,statement
2105,Will,Oleg,question
2105,Oleg,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Oleg,floor-grabber
2105,Oleg,Ashley,question
2105,Ashley,Vika,backchannel
2105,Vika,Ashley,statement
2105,Ashley,Vika,question
2105,Vika,Ashley,question
2105,Ashley,Saleh,question
2105,Saleh,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Will,floor-grabber
2105,Will,Saleh,question
2105,Saleh,Ashley,statement
2105,Ashley,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Saleh,backchannel
2105,Saleh,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,floor-grabber
2105,Vika,Will,question
2105,Will,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Ashley,backchannel
2105,Ashley,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Vika,backchannel
2105,Vika,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Vika,floor-grabber
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Oleg,disruption
2105,Oleg,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Ashley,backchannel
2105,Ashley,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Ashley,backchannel
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Ashley,statement
2105,Ashley,Oleg,question
2105,Oleg,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Oleg,question
2105,Oleg,Ashley,question
2105,Ashley,Oleg,backchannel
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Oleg,backchannel
2105,Oleg,Ashley,question
2105,Ashley,Saleh,backchannel
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Saleh,statement
2105,Saleh,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,question
2105,Ashley,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Will,disruption
2105,Will,Ashley,question
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Will,statement
2105,Will,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Will,question
2105,Will,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Will,floor-grabber
2105,Will,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,statement
2105,Will,Ashley,backchannel
2105,Ashley,Will,statement
2105,Will,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Vika,statement
2105,Vika,Will,statement
2105,Will,Vika,question
2105,Vika,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,question
2105,Saleh,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,question
2105,Ashley,Will,backchannel
2105,Will,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,floor-grabber
2105,Will,Ashley,backchannel
2105,Ashley,Vika,backchannel
2105,Vika,Oleg,backchannel
2105,Oleg,Will,statement
2105,Will,Ashley,backchannel
2105,Ashley,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Will,question
2105,Will,Oleg,statement
2105,Oleg,Will,statement
2105,Will,Ashley,statement
2105,Ashley,Will,question
2105,Will,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Will,question
2105,Will,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Vika,question
2105,Vika,Oleg,statement
2105,Oleg,Saleh,disruption
2105,Saleh,Vika,statement
2105,Vika,Vika,statement
2105,Vika,Saleh,question
2105,Saleh,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Saleh,statement
2105,Saleh,Saleh,statement
2105,Saleh,Will,statement
2105,Will,Saleh,statement
2105,Saleh,Vika,statement
2105,Vika,Oleg,statement
2105,Oleg,Ashley,statement
2105,Ashley,Vika,statement
2105,Vika,Vika,statement
2105,Vika,Saleh,backchannel
2105,Saleh,Ashley,statement
2105,Ashley,Saleh,statement
2105,Saleh,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Will,statement
2105,Will,Vika,statement
2105,Vika,Saleh,statement
2105,Saleh,Will,statement
2105,Will,Vika,statement
